precinct,biden_total,trump_total,total,trump_percent,biden_percent
3058,1548.0,868.0,2416.0,35.9271523178808,64.0728476821192
3059,683.0,739.0,1422.0,51.9690576652602,48.0309423347398
3060,805.0,619.0,1424.0,43.46910112359551,56.53089887640449
3061,765.0,564.0,1329.0,42.43792325056434,57.56207674943566
3062,13.0,9.0,22.0,40.909090909090914,59.09090909090909
3063,804.0,652.0,1456.0,44.78021978021978,55.219780219780226
3064,192.0,150.0,342.0,43.859649122807014,56.14035087719298
3065,20.0,10.0,30.0,33.33333333333333,66.66666666666666
3066,783.0,652.0,1435.0,45.43554006968641,54.56445993031359
3067,649.0,577.0,1226.0,47.06362153344209,52.93637846655791
3068,1140.0,522.0,1662.0,31.40794223826715,68.59205776173285
3069,1378.0,1114.0,2492.0,44.703049759229536,55.29695024077047
3070,1013.0,932.0,1945.0,47.91773778920309,52.08226221079691
3071,1091.0,691.0,1782.0,38.77665544332211,61.223344556677894
3072,1451.0,1792.0,3243.0,55.25747764415665,44.742522355843356
3073,713.0,508.0,1221.0,41.6052416052416,58.3947583947584
3074,1005.0,1026.0,2031.0,50.51698670605613,49.48301329394387
3075,1036.0,1508.0,2544.0,59.27672955974843,40.723270440251575
3076,477.0,639.0,1116.0,57.25806451612904,42.74193548387097
3077,1028.0,951.0,1979.0,48.05457301667509,51.945426983324914
3078,1138.0,1091.0,2229.0,48.945715567519066,51.054284432480934
3079,1262.0,1207.0,2469.0,48.88618874038072,51.11381125961928
3080,434.0,454.0,888.0,51.126126126126124,48.873873873873876
3081,896.0,785.0,1681.0,46.69839381320642,53.30160618679357
3082,927.0,850.0,1777.0,47.833427124366914,52.166572875633086
3083,550.0,622.0,1172.0,53.07167235494881,46.92832764505119
3084,1241.0,1214.0,2455.0,49.450101832993894,50.54989816700611
3085,493.0,448.0,941.0,47.60892667375133,52.39107332624867
3086,696.0,723.0,1419.0,50.95137420718816,49.04862579281184
3087,524.0,666.0,1190.0,55.96638655462185,44.03361344537815
3088,1339.0,1478.0,2817.0,52.46716364927227,47.53283635072773
3089,1336.0,2395.0,3731.0,64.1919056553203,35.80809434467971
3090,1126.0,1219.0,2345.0,51.98294243070363,48.01705756929637
3091,226.0,462.0,688.0,67.15116279069767,32.848837209302324
3092,775.0,1395.0,2170.0,64.28571428571429,35.714285714285715
3093,1637.0,1944.0,3581.0,54.286512147444846,45.713487852555154
3094,1362.0,1694.0,3056.0,55.43193717277487,44.56806282722513
3095,1233.0,629.0,1862.0,33.78088077336198,66.21911922663803
3096,1104.0,1444.0,2548.0,56.67189952904239,43.328100470957615
3097,1.0,10.0,11.0,90.9090909090909,9.090909090909092
3098,499.0,504.0,1003.0,50.24925224327019,49.750747756729815
3099,1402.0,1301.0,2703.0,48.13170551239364,51.868294487606356
3100,1302.0,1119.0,2421.0,46.220570012391576,53.77942998760843
3101,1071.0,1034.0,2105.0,49.12114014251782,50.87885985748218
3102,1157.0,1230.0,2387.0,51.52911604524508,48.470883954754925
3103,319.0,218.0,537.0,40.59590316573557,59.40409683426443
3104,965.0,1075.0,2040.0,52.69607843137255,47.30392156862745
3105,1221.0,1181.0,2402.0,49.16736053288926,50.83263946711074
3106,488.0,831.0,1319.0,63.00227445034117,36.99772554965883
3107,729.0,394.0,1123.0,35.08459483526269,64.91540516473731
3108,543.0,685.0,1228.0,55.78175895765472,44.21824104234528
3109,1203.0,875.0,2078.0,42.10779595765159,57.89220404234842
3110,1144.0,1089.0,2233.0,48.76847290640394,51.231527093596064
3111,0.0,0.0,0.0,,
3112,710.0,352.0,1062.0,33.14500941619586,66.85499058380414
3113,473.0,221.0,694.0,31.84438040345821,68.15561959654178
3114,705.0,1162.0,1867.0,62.23888591322978,37.76111408677022
3115,721.0,759.0,1480.0,51.28378378378379,48.71621621621622
3116,661.0,438.0,1099.0,39.85441310282074,60.14558689717925
3117,1131.0,1272.0,2403.0,52.9338327091136,47.06616729088639
3118,408.0,342.0,750.0,45.6,54.400000000000006
3119,1577.0,1159.0,2736.0,42.36111111111111,57.638888888888886
3120,1287.0,1218.0,2505.0,48.622754491017965,51.37724550898204
3121,1687.0,1749.0,3436.0,50.90221187427241,49.09778812572759
3122,887.0,870.0,1757.0,49.51622083096186,50.48377916903814
3123,211.0,329.0,540.0,60.92592592592593,39.07407407407407
3124,1539.0,1751.0,3290.0,53.22188449848024,46.77811550151976
3125,1336.0,1553.0,2889.0,53.75562478366217,46.244375216337836
3126,699.0,843.0,1542.0,54.6692607003891,45.3307392996109
3127,1562.0,1099.0,2661.0,41.30026305900037,58.69973694099963
3128,15.0,25.0,40.0,62.5,37.5
3129,1441.0,926.0,2367.0,39.121250528094635,60.878749471905365
3130,640.0,824.0,1464.0,56.284153005464475,43.71584699453552
3131,0.0,2.0,2.0,100.0,0.0
3132,586.0,310.0,896.0,34.598214285714285,65.40178571428571
3133,0.0,0.0,0.0,,
3134,1208.0,506.0,1714.0,29.52158693115519,70.4784130688448
3135,430.0,238.0,668.0,35.62874251497006,64.37125748502994
3136,198.0,171.0,369.0,46.34146341463415,53.65853658536586
3137,1726.0,2008.0,3734.0,53.77611140867702,46.223888591322975
3138,13.0,31.0,44.0,70.45454545454545,29.545454545454547
3139,668.0,418.0,1086.0,38.48987108655617,61.51012891344383
3140,175.0,88.0,263.0,33.460076045627375,66.53992395437263
3141,615.0,339.0,954.0,35.53459119496855,64.46540880503144
3142,214.0,129.0,343.0,37.60932944606414,62.390670553935855
3143,638.0,496.0,1134.0,43.738977072310405,56.261022927689595
3144,223.0,168.0,391.0,42.96675191815857,57.033248081841435
3145,1388.0,1357.0,2745.0,49.435336976320585,50.564663023679415
3146,1590.0,877.0,2467.0,35.54925010133766,64.45074989866234
3147,1062.0,755.0,1817.0,41.55200880572372,58.447991194276284
3148,456.0,589.0,1045.0,56.36363636363636,43.63636363636363
3149,913.0,247.0,1160.0,21.293103448275865,78.70689655172414
3150,15.0,15.0,30.0,50.0,50.0
3151,1077.0,1320.0,2397.0,55.06883604505632,44.931163954943685
3152,786.0,358.0,1144.0,31.293706293706293,68.7062937062937
3153,586.0,572.0,1158.0,49.395509499136445,50.604490500863555
3154,596.0,720.0,1316.0,54.7112462006079,45.2887537993921
3155,1012.0,1203.0,2215.0,54.31151241534988,45.68848758465011
3156,7.0,7.0,14.0,50.0,50.0
3157,1049.0,1033.0,2082.0,49.615754082612874,50.384245917387126
3158,29.0,31.0,60.0,51.66666666666667,48.333333333333336
3159,926.0,561.0,1487.0,37.72696704774714,62.27303295225286
3160,574.0,677.0,1251.0,54.11670663469225,45.88329336530775
3161,1093.0,668.0,1761.0,37.93299261783078,62.06700738216922
3162,546.0,418.0,964.0,43.36099585062241,56.63900414937759
3163,924.0,1059.0,1983.0,53.40393343419062,46.59606656580938
3164,604.0,964.0,1568.0,61.47959183673469,38.52040816326531
3165,1407.0,1510.0,2917.0,51.76551251285567,48.23448748714433
3166,221.0,164.0,385.0,42.59740259740259,57.4025974025974
3167,1.0,1.0,2.0,50.0,50.0
3168,249.0,215.0,464.0,46.33620689655172,53.66379310344828
3169,39.0,68.0,107.0,63.55140186915887,36.44859813084112
3170,0.0,0.0,0.0,,
3171,0.0,0.0,0.0,,
3172,263.0,131.0,394.0,33.24873096446701,66.75126903553299
3173,1418.0,1424.0,2842.0,50.10555946516537,49.89444053483462
3174,1476.0,1956.0,3432.0,56.993006993006986,43.00699300699301
3175,246.0,217.0,463.0,46.868250539956804,53.131749460043196
3176,20.0,19.0,39.0,48.717948717948715,51.28205128205128
3177,0.0,0.0,0.0,,
3178,0.0,0.0,0.0,,
3179,0.0,0.0,0.0,,
3180,487.0,370.0,857.0,43.17386231038506,56.82613768961493
3181,849.0,1001.0,1850.0,54.10810810810811,45.89189189189189
3182,336.0,277.0,613.0,45.18760195758564,54.81239804241436
3183,1.0,11.0,12.0,91.66666666666666,8.333333333333332
3184,70.0,79.0,149.0,53.02013422818792,46.97986577181208
3185,125.0,88.0,213.0,41.31455399061033,58.68544600938967
3186,0.0,0.0,0.0,,
3187,0.0,0.0,0.0,,
3188,0.0,0.0,0.0,,
3189,492.0,369.0,861.0,42.857142857142854,57.14285714285714
3190,182.0,100.0,282.0,35.46099290780142,64.53900709219859
3191,85.0,82.0,167.0,49.101796407185624,50.898203592814376
3192,0.0,0.0,0.0,,
3193,75.0,79.0,154.0,51.298701298701296,48.701298701298704
3194,1292.0,1994.0,3286.0,60.68167985392574,39.31832014607426
3195,922.0,322.0,1244.0,25.884244372990356,74.11575562700965
3196,2.0,10.0,12.0,83.33333333333334,16.666666666666664
3197,0.0,0.0,0.0,,
3198,309.0,269.0,578.0,46.53979238754326,53.46020761245674
3199,1133.0,1437.0,2570.0,55.91439688715953,44.08560311284047
3200,0.0,0.0,0.0,,
3201,1332.0,2056.0,3388.0,60.68476977567887,39.315230224321134
3202,427.0,441.0,868.0,50.806451612903224,49.193548387096776
3203,151.0,229.0,380.0,60.26315789473684,39.73684210526316
3204,0.0,0.0,0.0,,
3205,0.0,0.0,0.0,,
3206,83.0,20.0,103.0,19.41747572815534,80.58252427184466
3207,3.0,0.0,3.0,0.0,100.0
3208,48.0,16.0,64.0,25.0,75.0
3209,276.0,342.0,618.0,55.33980582524271,44.66019417475729
3210,1124.0,835.0,1959.0,42.62378764675855,57.37621235324145
4001,1467.0,606.0,2073.0,29.232995658465992,70.76700434153402
4002,364.0,113.0,477.0,23.68972746331237,76.31027253668763
4003,572.0,113.0,685.0,16.4963503649635,83.5036496350365
4004,517.0,166.0,683.0,24.30453879941435,75.69546120058565
4005,825.0,192.0,1017.0,18.87905604719764,81.12094395280236
4006,327.0,89.0,416.0,21.394230769230766,78.60576923076923
4007,439.0,375.0,814.0,46.06879606879607,53.93120393120393
4008,261.0,165.0,426.0,38.732394366197184,61.267605633802816
4009,373.0,93.0,466.0,19.95708154506438,80.04291845493562
4010,584.0,92.0,676.0,13.609467455621301,86.3905325443787
4011,641.0,94.0,735.0,12.789115646258503,87.21088435374149
4012,342.0,85.0,427.0,19.906323185011708,80.09367681498829
4013,390.0,144.0,534.0,26.96629213483146,73.03370786516854
4014,194.0,47.0,241.0,19.502074688796682,80.49792531120332
4015,794.0,217.0,1011.0,21.463897131552915,78.53610286844707
4016,1028.0,331.0,1359.0,24.356144223693892,75.64385577630611
4017,1082.0,265.0,1347.0,19.673348181143282,80.32665181885672
4018,643.0,171.0,814.0,21.007371007371006,78.992628992629
4019,1004.0,445.0,1449.0,30.710835058661146,69.28916494133885
4020,494.0,304.0,798.0,38.095238095238095,61.904761904761905
4021,412.0,269.0,681.0,39.500734214390604,60.4992657856094
4022,54.0,49.0,103.0,47.57281553398058,52.42718446601942
4023,939.0,569.0,1508.0,37.732095490716176,62.267904509283824
4024,1087.0,552.0,1639.0,33.6790726052471,66.3209273947529
4025,480.0,234.0,714.0,32.773109243697476,67.22689075630252
4026,1356.0,547.0,1903.0,28.744088281660535,71.25591171833946
4027,701.0,289.0,990.0,29.19191919191919,70.8080808080808
4028,1126.0,357.0,1483.0,24.072825354012135,75.92717464598786
4029,979.0,222.0,1201.0,18.484596169858452,81.51540383014155
4030,160.0,17.0,177.0,9.6045197740113,90.3954802259887
4031,698.0,274.0,972.0,28.189300411522634,71.81069958847736
4032,679.0,356.0,1035.0,34.39613526570049,65.60386473429952
4033,1337.0,643.0,1980.0,32.474747474747474,67.52525252525253
4034,663.0,333.0,996.0,33.433734939759034,66.56626506024097
4035,13.0,10.0,23.0,43.47826086956522,56.52173913043478
4036,1275.0,276.0,1551.0,17.79497098646035,82.20502901353966
4037,732.0,120.0,852.0,14.084507042253522,85.91549295774648
4038,1415.0,768.0,2183.0,35.180943655519926,64.81905634448007
4039,590.0,68.0,658.0,10.33434650455927,89.66565349544074
4040,550.0,116.0,666.0,17.417417417417415,82.58258258258259
4041,963.0,143.0,1106.0,12.929475587703434,87.07052441229656
4042,97.0,57.0,154.0,37.01298701298701,62.98701298701299
4043,1214.0,712.0,1926.0,36.967808930425754,63.03219106957425
4044,537.0,297.0,834.0,35.61151079136691,64.38848920863309
4045,934.0,583.0,1517.0,38.43111404087014,61.56888595912986
4046,980.0,845.0,1825.0,46.3013698630137,53.6986301369863
4047,996.0,546.0,1542.0,35.40856031128405,64.59143968871595
4048,764.0,241.0,1005.0,23.980099502487562,76.01990049751244
4049,946.0,473.0,1419.0,33.33333333333333,66.66666666666666
4050,533.0,625.0,1158.0,53.97236614853195,46.027633851468046
4051,658.0,740.0,1398.0,52.93276108726752,47.06723891273247
4052,800.0,708.0,1508.0,46.94960212201592,53.05039787798409
4053,848.0,571.0,1419.0,40.23960535588443,59.76039464411558
4054,1428.0,1176.0,2604.0,45.16129032258064,54.83870967741935
4055,502.0,562.0,1064.0,52.819548872180455,47.18045112781955
4056,1033.0,1061.0,2094.0,50.66857688634193,49.33142311365807
4057,528.0,797.0,1325.0,60.15094339622642,39.84905660377358
4058,490.0,788.0,1278.0,61.658841940532085,38.341158059467915
4059,796.0,683.0,1479.0,46.17985125084517,53.82014874915484
4060,687.0,468.0,1155.0,40.519480519480524,59.480519480519476
4061,925.0,398.0,1323.0,30.083144368858655,69.91685563114135
4062,309.0,145.0,454.0,31.938325991189426,68.06167400881057
4063,313.0,207.0,520.0,39.80769230769231,60.192307692307686
4064,803.0,663.0,1466.0,45.225102319236015,54.77489768076398
4065,1648.0,664.0,2312.0,28.719723183391004,71.280276816609
4066,1407.0,698.0,2105.0,33.159144893111645,66.84085510688837
4067,589.0,448.0,1037.0,43.201542912246865,56.79845708775313
4068,309.0,162.0,471.0,34.394904458598724,65.60509554140127
4069,290.0,470.0,760.0,61.8421052631579,38.15789473684211
4070,1488.0,600.0,2088.0,28.735632183908045,71.26436781609196
4071,199.0,971.0,1170.0,82.991452991453,17.00854700854701
4072,629.0,1556.0,2185.0,71.21281464530892,28.787185354691076
4073,536.0,546.0,1082.0,50.46210720887245,49.53789279112754
4074,572.0,717.0,1289.0,55.6245151280062,44.37548487199379
4075,301.0,80.0,381.0,20.99737532808399,79.00262467191601
4076,1303.0,707.0,2010.0,35.17412935323383,64.82587064676618
4077,1328.0,809.0,2137.0,37.85680861020121,62.14319138979878
4078,230.0,738.0,968.0,76.2396694214876,23.7603305785124
4079,492.0,584.0,1076.0,54.27509293680297,45.72490706319702
4080,868.0,473.0,1341.0,35.272184936614465,64.72781506338553
4081,183.0,204.0,387.0,52.71317829457365,47.286821705426355
4082,762.0,182.0,944.0,19.279661016949152,80.72033898305084
4083,325.0,221.0,546.0,40.476190476190474,59.523809523809526
4084,273.0,99.0,372.0,26.61290322580645,73.38709677419355
4085,5.0,35.0,40.0,87.5,12.5
4086,116.0,207.0,323.0,64.08668730650155,35.91331269349845
4087,1155.0,603.0,1758.0,34.30034129692833,65.69965870307168
4088,1660.0,774.0,2434.0,31.799506984387836,68.20049301561217
4089,1242.0,937.0,2179.0,43.00137677833869,56.99862322166132
4090,736.0,630.0,1366.0,46.120058565153734,53.879941434846266
4091,444.0,232.0,676.0,34.319526627218934,65.68047337278107
4092,589.0,593.0,1182.0,50.169204737732656,49.830795262267344
4093,986.0,788.0,1774.0,44.41939120631341,55.58060879368658
4094,668.0,574.0,1242.0,46.2157809983897,53.7842190016103
4095,633.0,506.0,1139.0,44.42493415276558,55.57506584723442
4096,942.0,569.0,1511.0,37.65718067504963,62.34281932495036
4097,759.0,688.0,1447.0,47.546648237733244,52.453351762266756
4098,561.0,503.0,1064.0,47.274436090225564,52.72556390977443
4099,470.0,281.0,751.0,37.416777629826896,62.5832223701731
4100,390.0,292.0,682.0,42.81524926686217,57.18475073313783
4101,292.0,434.0,726.0,59.77961432506888,40.22038567493113
4102,308.0,160.0,468.0,34.18803418803419,65.8119658119658
4103,0.0,0.0,0.0,,
4104,742.0,636.0,1378.0,46.15384615384615,53.84615384615385
4105,631.0,787.0,1418.0,55.500705218617775,44.499294781382225
4106,180.0,74.0,254.0,29.133858267716533,70.86614173228347
4107,482.0,423.0,905.0,46.74033149171271,53.25966850828729
4108,1299.0,945.0,2244.0,42.112299465240646,57.887700534759354
4109,554.0,334.0,888.0,37.61261261261261,62.387387387387385
4110,614.0,180.0,794.0,22.670025188916874,77.32997481108312
4111,171.0,22.0,193.0,11.398963730569948,88.60103626943005
4112,295.0,319.0,614.0,51.954397394136805,48.045602605863195
4113,409.0,95.0,504.0,18.849206349206348,81.15079365079364
4114,31.0,16.0,47.0,34.04255319148936,65.95744680851064
4115,71.0,81.0,152.0,53.289473684210535,46.71052631578947
4116,19.0,16.0,35.0,45.714285714285715,54.285714285714285
4117,218.0,173.0,391.0,44.24552429667519,55.754475703324815
4118,15.0,40.0,55.0,72.72727272727273,27.27272727272727
4119,323.0,97.0,420.0,23.095238095238095,76.90476190476191
4120,73.0,36.0,109.0,33.02752293577982,66.97247706422019
4121,56.0,84.0,140.0,60.0,40.0
4122,40.0,14.0,54.0,25.925925925925924,74.07407407407408
4123,70.0,23.0,93.0,24.731182795698924,75.26881720430107
4124,832.0,295.0,1127.0,26.175687666370894,73.82431233362911
4125,23.0,14.0,37.0,37.83783783783784,62.16216216216216
4126,586.0,654.0,1240.0,52.741935483870975,47.25806451612903
4127,19.0,13.0,32.0,40.625,59.375
4128,81.0,39.0,120.0,32.5,67.5
4129,20.0,62.0,82.0,75.60975609756098,24.390243902439025
4130,303.0,248.0,551.0,45.00907441016334,54.99092558983666
4131,164.0,76.0,240.0,31.666666666666664,68.33333333333333
4132,1073.0,566.0,1639.0,34.53325198291641,65.46674801708359
4133,3.0,15.0,18.0,83.33333333333334,16.666666666666664
4134,3.0,1.0,4.0,25.0,75.0
4135,0.0,0.0,0.0,,
4136,348.0,379.0,727.0,52.13204951856947,47.86795048143054
4137,14.0,75.0,89.0,84.26966292134831,15.730337078651685
4138,0.0,0.0,0.0,,
4139,0.0,0.0,0.0,,
4140,0.0,0.0,0.0,,
4141,117.0,37.0,154.0,24.025974025974026,75.97402597402598
4142,295.0,57.0,352.0,16.193181818181817,83.80681818181817
4143,2006.0,791.0,2797.0,28.28030032177333,71.71969967822666
4144,154.0,236.0,390.0,60.51282051282051,39.48717948717949
4145,3.0,2.0,5.0,40.0,60.0
4146,11.0,7.0,18.0,38.88888888888889,61.111111111111114
4147,123.0,92.0,215.0,42.7906976744186,57.20930232558139
4148,49.0,49.0,98.0,50.0,50.0
4149,169.0,101.0,270.0,37.407407407407405,62.59259259259259
4150,811.0,376.0,1187.0,31.676495366470093,68.32350463352991
4151,98.0,339.0,437.0,77.57437070938215,22.42562929061785
4152,782.0,474.0,1256.0,37.738853503184714,62.261146496815286
4153,58.0,53.0,111.0,47.74774774774775,52.25225225225225
4154,262.0,196.0,458.0,42.79475982532751,57.20524017467249
4155,1242.0,365.0,1607.0,22.713130056004978,77.28686994399501
4156,495.0,208.0,703.0,29.58748221906117,70.41251778093883
4157,849.0,192.0,1041.0,18.443804034582133,81.55619596541787
4158,198.0,115.0,313.0,36.74121405750799,63.25878594249201
4159,4.0,9.0,13.0,69.23076923076923,30.76923076923077
4160,856.0,374.0,1230.0,30.40650406504065,69.59349593495935
4161,359.0,64.0,423.0,15.130023640661939,84.86997635933807
4162,872.0,708.0,1580.0,44.81012658227848,55.18987341772152
4163,922.0,454.0,1376.0,32.99418604651162,67.00581395348837
4164,689.0,898.0,1587.0,56.58475110270952,43.41524889729049
4165,23.0,47.0,70.0,67.14285714285714,32.857142857142854
4166,158.0,69.0,227.0,30.396475770925107,69.60352422907489
4167,6.0,11.0,17.0,64.70588235294117,35.294117647058826
4168,974.0,451.0,1425.0,31.649122807017545,68.35087719298245
4169,110.0,140.0,250.0,56.00000000000001,44.0
4170,139.0,105.0,244.0,43.0327868852459,56.9672131147541
4171,464.0,454.0,918.0,49.45533769063181,50.54466230936819
4172,506.0,412.0,918.0,44.88017429193899,55.119825708061
4173,577.0,511.0,1088.0,46.966911764705884,53.033088235294116
4174,528.0,345.0,873.0,39.51890034364261,60.48109965635739
4175,0.0,0.0,0.0,,
4176,346.0,370.0,716.0,51.675977653631286,48.324022346368714
4177,25.0,2.0,27.0,7.4074074074074066,92.5925925925926
4178,2.0,0.0,2.0,0.0,100.0
4179,1059.0,925.0,1984.0,46.622983870967744,53.37701612903226
4180,0.0,3.0,3.0,100.0,0.0
4181,0.0,1.0,1.0,100.0,0.0
4182,0.0,0.0,0.0,,
4183,53.0,13.0,66.0,19.696969696969695,80.3030303030303
4184,10.0,1.0,11.0,9.090909090909092,90.9090909090909
4185,0.0,1.0,1.0,100.0,0.0
4186,62.0,13.0,75.0,17.333333333333336,82.66666666666667
4187,0.0,0.0,0.0,,
4188,0.0,0.0,0.0,,
4189,394.0,188.0,582.0,32.302405498281786,67.69759450171821
4190,0.0,1.0,1.0,100.0,0.0
4191,1.0,0.0,1.0,0.0,100.0
4192,0.0,0.0,0.0,,
4193,26.0,13.0,39.0,33.33333333333333,66.66666666666666
4194,237.0,212.0,449.0,47.216035634743875,52.78396436525612
4195,0.0,0.0,0.0,,
4196,0.0,0.0,0.0,,
4197,2.0,1.0,3.0,33.33333333333333,66.66666666666666
4198,723.0,267.0,990.0,26.969696969696972,73.03030303030303
4199,519.0,306.0,825.0,37.09090909090909,62.909090909090914
4200,1312.0,655.0,1967.0,33.29944077275038,66.70055922724963
4201,3.0,10.0,13.0,76.92307692307693,23.076923076923077
4202,0.0,0.0,0.0,,
4203,214.0,43.0,257.0,16.731517509727624,83.26848249027238
4204,3.0,1.0,4.0,25.0,75.0
4205,45.0,39.0,84.0,46.42857142857143,53.57142857142857
4206,188.0,148.0,336.0,44.047619047619044,55.952380952380956
4207,0.0,0.0,0.0,,
4208,0.0,0.0,0.0,,
4209,11.0,35.0,46.0,76.08695652173914,23.91304347826087
4210,8.0,3.0,11.0,27.27272727272727,72.72727272727273
4211,18.0,2.0,20.0,10.0,90.0
4212,0.0,0.0,0.0,,
4213,17.0,10.0,27.0,37.03703703703704,62.96296296296296
5020,244.0,51.0,295.0,17.28813559322034,82.71186440677965
5021,248.0,43.0,291.0,14.776632302405499,85.2233676975945
5023,148.0,41.0,189.0,21.693121693121693,78.3068783068783
5028,58.0,13.0,71.0,18.30985915492958,81.69014084507043
5035,98.0,17.0,115.0,14.782608695652174,85.21739130434783
6000,0.0,0.0,0.0,,
6001,0.0,0.0,0.0,,
6002,0.0,0.0,0.0,,
6003,0.0,0.0,0.0,,
6004,0.0,0.0,0.0,,
6005,810.0,548.0,1358.0,40.35346097201767,59.64653902798233
6006,0.0,0.0,0.0,,
6007,0.0,0.0,0.0,,
6008,1.0,0.0,1.0,0.0,100.0
6009,0.0,0.0,0.0,,
6010,76.0,61.0,137.0,44.52554744525548,55.47445255474452
6011,1.0,0.0,1.0,0.0,100.0
6012,31.0,29.0,60.0,48.333333333333336,51.66666666666667
6013,21.0,12.0,33.0,36.36363636363637,63.63636363636363
6014,6.0,4.0,10.0,40.0,60.0
6015,2.0,2.0,4.0,50.0,50.0
6016,8.0,5.0,13.0,38.46153846153847,61.53846153846154
6017,6.0,4.0,10.0,40.0,60.0
6018,62.0,42.0,104.0,40.38461538461539,59.61538461538461
6019,0.0,0.0,0.0,,
6020,0.0,0.0,0.0,,
6021,4.0,7.0,11.0,63.63636363636363,36.36363636363637
6022,0.0,0.0,0.0,,
6023,1.0,0.0,1.0,0.0,100.0
6024,0.0,0.0,0.0,,
6025,45.0,32.0,77.0,41.55844155844156,58.44155844155844
6026,0.0,0.0,0.0,,
